quote	author
Stay away from this private beta stuff. Put it out there, find the people that are vocal about what you’re doing and put it in their hands and listen to them, listen to what they’re excited about.	Kevin Systrom
Don’t do too much, and cut away everything that doesn’t matter to the success of your product. Doing too much can create drag and hinder your ability to get things done.	Kevin Systrom
Great products and companies come from great teams.	Kevin Systrom
When you’re building a team, I don’t think it should be about filling head count. You shouldn’t say ‘I’m going to go out there and try to be a 50 person company or something.’	Kevin Systrom
Over time what you do is you simply take in data about what your users are doing and you focus on the stuff that people love the most.	Kevin Systrom
The lesson I’ve learned is that you need to make sure to always cut what doesn’t work, cut the stuff that isn’t popular, and focus on continually improving your product and your focus….	Kevin Systrom
I’m always in awe of people who are artists in their fields – people who understand that simply by taking ideas and translating them into reality, they’ve created value in the world.	Kevin Systrom
I think not focusing on money makes you sane because in the long run it can probably drive you crazy.	Kevin Systrom
Every startup should address a real and demonstrated need in the world. If you build a solution to a problem lots of people have, it’s so easy to sell your product to the world.	Kevin Systrom
Great products sell themselves.	Kevin Systrom
If you’ve got an idea, start today. There’s no better time than now to get going. That doesn’t mean quit your job and jump into your idea 100% from day one, but there’s always small progress that can be made to start the movement.	Kevin Systrom
We did what any entrepreneur would do, and we threw out everything that wasn’t working and kept what worked.	Kevin Systrom
It’s better to have fewer, better people. You’ll find that one amazing engineer can do the work of 5.	Kevin Systrom
The best feature is less features.	Kevin Systrom
The product is a proxy to the quality of the person. That’s why I care about the product but invest in the person.	Dan Martell
To change something, build a new model that makes the existing model obsolete.	Buckminster Fuller
ABCD = Always Be Customer Developing	Danielle Morrill
What we choose to do next, though, how to spend our resources or attention or effort, this is what defines us.	Seth Godin
Business isn’t about suits or stockholders. It’s about being true to yourself & your ideas.	Richard Branson
There are many core factors to making a company successful, and you have to continually refine and improve each one.	Craig Hanson
In trying to be all things to all customers, you can lose sight of the value of simplicity and speed. You need to focus more on the customer experience and ease of use, versus trying to give all of your customers everything they want.	Craig Hanson
If you are doing all the talking, you’re not getting a chance to learn, and you’re probably in the wrong room.	Craig Hanson
Listen three times as much as you speak.	Kirk Holland
The true entrepreneur is a doer, not a dreamer.	Nolan Bushnell
Everyone who has ever taken a shower has had an idea. It’s the person who gets out of the shower, dries off, and does something about it that makes a difference.	Nolan Bushnell
It’s hard to do a really good job on anything you don’t think about in the shower.	Paul Graham
It isn’t enough to think outside the box. Thinking is passive. Get used to acting outside the box.	Tim Ferriss
We led with our conviction rather than rational, because rational said it was impossible.	Daniel Ek
The hardest-working people don’t work hard because they’re disciplined. They work hard because working on an exciting problem is fun.	Drew Houston
You don’t need anyone’s approval and in fact, you probably won’t get it, so don’t even try	Kevin Rose
You shouldn’t look to someone else for validation. You have to really believe in yourself and know that, worst-case scenario, if it doesn’t work out, you still built something really cool.	Kevin Rose
Only work with those that have “a healthy disregard for the impossible,” and push everyone on your team until it’s uncomfortable.	Kevin Rose
A team aligned behind a vision will move mountains.	Kevin Rose
You always have to be looking for the next big thing.	Kevin Rose
If you believe in something, work nights and weekends. It won’t feel like work.	Kevin Rose
Don’t spend too much time planning, release early and often, some things will work, others won’t, refine and move forward and above all forget the money, just make sure you love what you’re doing.	Kevin Rose
The best ideas are the ones where everyone else thinks you’re crazy.	Kevin Rose
Your customers can’t design your product for you. People have a great sense of what’s making them unhappy right now, but they’re not very good at predicting what will make them happy in the future. That’s your job.	Phil Libin
Complaints are great; the more detailed, the better. They tell us where our product or overall experience is failing.	Phil Libin
Customer feedback is great for telling you what you did wrong. It’s terrible at telling you what you should do next.	Phil Libin
There are many wrong reasons to want to be an entrepreneur. I think there’s only one good reason: to change the world.	Phil Libin
Don’t expect fame and prestige either; with very few exceptions the life of an entrepreneur is humble.	Phil Libin
If you think that becoming an entrepreneur is a good way to make money, you’re just bad at math. Side note: you need to be pretty good at math to be a successful entrepreneur, so that’s already two strikes against you.	Phil Libin
Being an entrepreneur is much harder work than buying a lottery ticket.	Phil Libin
Almost every successful entrepreneur I know has had to fire a close friend at some point. This is probably the worst part of being an entrepreneur. The alternative is to never work with your friends in the first place, but that’s much, much worse.	Phil Libin
Don’t hire anyone unless you’re confident that you’ll be able to fire them.	Phil Libin
The most important thing to know about hiring people is how to fire people.	Phil Libin
Communication is the most important qualification for any position. Don’t hire anyone who you can’t completely understand, even if it’s for a very technical job.	Phil Libin
Hire people smarter than you	Phil Libin
When you’re 300 people, unless you’re very, very methodical, people have no idea what other people are working on. When you don’t know what your co-workers are working on that’s when you kind of start to lose respect for your co-workers and start to get cliques and different groups.	Phil Libin
Everything in the world can be made better, and everything in the world therefore should be made better. It deserves to be made better. It’s a moral obligation to try to improve things a little bit at a time.	Phil Libin
The third lesson that we finally applied to Evernote was, “Let’s make a product but let’s only make it for ourselves. That is the secret of happiness, it’s only working on stuff for yourself.”	Phil Libin
If you don’t make a product for yourself, it’s not actually that great.	Phil Libin
Consulting is like the worst existence in the universe. It’s just awful because you can make a lot of money but only while you’re working. The day you stop is the day that the money stops.	Phil Libin
Best advice I ever got was: Up-Up-Down-Down-Left-Right-Left-Right-B-A-Start.	Phil Libin
Train yourself to let go of everything you fear to lose.	Yoda
You must unlearn what you have learned.	Yoda
Wars not make one great.	Yoda
To be Jedi is to face the truth, and choose. Give off light, or darkness, Padawan. Be a candle, or the night.	Yoda
If no mistake have you made, yet losing you are … a different game you should play.	Yoda
Much to learn you still have… my old padawan… This is just the beginning.	Yoda
The fear of loss is a path to the Dark Side.	Yoda
In a dark place we find ourselves, and a little more knowledge lights our way.	Yoda
Patience you must have my young padawan.	Yoda
If you end your training now — if you choose the quick and easy path as Vader did — you will become an agent of evil.	Yoda
Don’t worry about failure, you only have to be right once.	Drew Houston
You have to get good at preparing yourself to understand what’s on the horizon.	Drew Houston
The fact is that there’s a problem with being first. When you do that, you create a market, and if you’re too early, you essentially leave the door open behind you for someone to do it better. I actually don’t think it matters how early or late you are as long as you hit critical mass.	Drew Houston
Everything can seem so mystifying before you start. But when you look behind the curtain at how some of these huge companies were built, it wasn’t a lot of magic. It’s people iteratively trying to make reasonable decisions and surround themselves with the smartest people they can.	Drew Houston
A lot of really great, innovative things have happened when people just didn’t know it wasn’t supposed to be possible.	Drew Houston
A lot of times it’s an asset to not know everything about everything. As you advance in your career, you feel like you know so much about the world and what’s possible. Then you have this mental model about how things work that gets less and less flexible. You can get stuck.	Drew Houston
If you start your own thing, you can learn a lot really fast from doing things wrong.	Drew Houston
Sometimes you just get this feeling — it’s a compulsion or an obsession. You can’t stop thinking about it. You just have to work on this thing. You need that hunger no matter what, because eventually the honeymoon period wears off. Somewhere between printing your business cards that say ‘founder’ on them and everything else you have to do, you realize, ‘Oh, actually this is a ton of work.’	Drew Houston
The problem we are solving is really hard. It took us many years to be able to build the product. You only discover these problems and how to solve them as you get more and more data on how people use it.	Drew Houston
Just fix things that seem broken, regardless of whether it seems likes the problem is important enough to build a company on.	Paul Graham
I’ve seen occasional articles about how to manage programmers. Really there should be two articles: one about what to do if you are yourself a programmer, and one about what to do if you’re not. And the second could probably be condensed into two words: give up.	Paul Graham
It’s not so important what you [high school students] work on, so long as you’re not wasting your time. Work on things that interest you and increase your options, and worry later about which you’ll take.	Paul Graham
Competitors punch you in the jaw, but investors have you by the balls.	Paul Graham
No matter what you work on, you’re not working on everything else. So the question is not how to avoid procrastination, but how to procrastinate well. There are three variants of procrastination, depending on what you do instead of working on something: you could work on (a) nothing, (b) something less important, or (c) something more important. That last type, I’d argue, is good procrastination.	Paul Graham
If you work on something you can finish in a day or two, you can expect to have a nice feeling of accomplishment fairly soon. If the reward is indefinitely far in the future, it seems less real.	Paul Graham
I think the way to “solve” the problem of procrastination is to let delight pull you instead of making a to-do list push you.	Paul Graham
The most dangerous way to lose time is not to spend it having fun, but to spend it doing fake work. When you spend time having fun, you know you’re being self-indulgent. Alarms start to go off fairly quickly. If I woke up one morning and sat down on the sofa and watched TV all day, I’d feel like something was terribly wrong. … But the same alarms don’t go off on the days when I get nothing done, because I’m doing stuff that seems, superficially, like real work.	Paul Graham
Live in the future, then build what’s missing.	Paul Graham
Make something people want	Paul Graham
The most important quality in a CEO is his vision for the company’s future.	Paul Graham
In a sense there’s just one mistake that kills startups: not making something users want.	Paul Graham
It’s better to make a few people really happy than to make a lot of people semi-happy.	Paul Graham
What I tell founders is not to sweat the business model too much at first. The most important task at first is to build something people want. If you don’t do that, it won’t matter how clever your business model is.	Paul Graham
In the startup world, ‘not working’ is normal.	Paul Graham
For the most ambitious young people, the corporate ladder is obsolete.	Paul Graham
Like having a child, running a startup is the sort of experience that’s hard to imagine unless you’ve done it yourself.	Paul Graham
Users are a double-edged sword. They can help you improve your language, but they can also deter you from improving. So choose your users carefully, and be slow to grow their number. Having users is like optimization: the wise course is to delay it.	Paul Graham
Always produce.	Paul Graham
Don’t ignore your dreams; don’t work too much; say what you think; cultivate friendships; be happy.	Paul Graham
If you can keep hope and worry balanced, they will drive a project forward the same way your two legs drive a bicycle forward.	Paul Graham
The main reason nerds are unpopular is that they have other things to think about.	Paul Graham
The most important thing is not to let fundraising get you down. Startups live or die on morale. If you let the difficulty of raising money destroy your morale, it will become a self-fulfilling prophecy.	Paul Graham
A startup is like a mosquito. A bear can absorb a hit and a crab is armored against one, but a mosquito is designed for one thing : to score. No energy is wasted on defense. The defense of mosquitos, as a species, is that there are a lot of them, but this is little consolation to the individual mosquito.	Paul Graham
I’m not saying there’s no such thing as genius. But if you’re trying to choose between two theories and one gives you an excuse for being lazy, the other one is probably right.	Paul Graham
You need three things to create a successful startup: to start with good people, to make something customers actually want, and to spend as little money as possible.	Paul Graham
Big companies want to decrease the standard deviation of design outcomes because they want to avoid disasters. But when you damp oscillations, you lose the high points as well as the low. This is not a problem for big companies, because they don’t win by making great products. Big companies win by sucking less than other big companies.	Paul Graham
Your biggest challenge as an entrepreneur is not concealing your idea from others or keeping your idea a secret, it is actually convincing people that you’re not crazy and that you can pull it off.	Sean Parker
I suffer from this delusion that every product of my imagination is not only possible, but always on the cusp of becoming real.	Sean Parker
Part of the challenge of being an entrepreneur, if you’re going for a really huge opportunity, is trying to find problems that aren’t quite on the radar yet and try to solve those.	Sean Parker
You just keep pushing yourself harder and harder to achieve more and more – I don’t think it’s ever quite as glamorous as it appears on the outside.	Sean Parker
Solving specific problems is what drives me. I am not interested in having a career. I never have been.	Sean Parker
At the end of the day, money is just a proxy for votes. That is what makes politics so vulnerable to social media.	Sean Parker
Running a start-up is like eating glass. You just start to like the taste of your own blood.	Sean Parker
I definitely wanted to earn my freedom. But the primary motivation wasn’t making money, but making an impact.	Sean Parker
It seems like the right thing to do is tackle problems other people aren’t working on.	Sean Parker
You actually don’t want people thinking your product is cool, because then you’re a fad.	Sean Parker
A Jedi must have the deepest commitment, the most serious mind.	Yoda
Luke: I can’t believe it. 
 Yoda: That is why you fail.	Yoda
Fear is the path to the dark side. Fear leads to anger. Anger leads to hate. Hate leads to suffering.	Yoda
Size matters not. Look at me. Judge me by size, do you?	Yoda
Do or do not. There is no try. Only do.	Yoda
Theory is splendid but until put into practice, it is valueless.	James Cash Penney
Sustaining a successful business is a hell of a lot of work, and staying hungry is half the battle.	Wendy Tan White
Success is walking from failure to failure with no loss of enthusiasm.	Winston Churchill
If you define yourself by how you differ from the competition, you’re probably in trouble.	Omar Hamoui
You’re not going to be able to hire talented people unless you’re a mission-driven company in the next 5-to-10 years.	Neil Blumenthal
If you just work on stuff that you like and you’re passionate about, you don’t have to have a master plan with how things will play out.	Mark Zuckerberg
If you’re passionate about something and you work hard, then I think you will be successful.	Pierre Omidyar
I find that the harder I work, the more luck I seem to have.	Thomas Jefferson
If you see a bandwagon, it’s too late.	James Goldsmith
The thing about inventing is you have to be both stubborn and flexible. The hard part is figuring out when to be which.	Jeff Bezos
You know if you make a customer unhappy, they won’t tell five friends, they’ll tell 5,000 friends.	Jeff Bezos
For every leader in the company, not just for me, there are decisions that can be made by analysis. These are the best kinds of decisions!	Jeff Bezos
I’d rather interview 50 people and not hire anyone than hire the wrong person.	Jeff Bezos
The most important single thing is to focus obsessively on the customer.	Jeff Bezos
What is dangerous is not to evolve.	Jeff Bezos
A brand for a company is like a reputation for a person. You earn reputation by trying to do hard things well.	Jeff Bezos
The death knell for any enterprise is to glorify the past – no matter how good it was.	Jeff Bezos
Work hard, have fun, make history.	Jeff Bezos
We are stubborn on vision. We are flexible on details…	Jeff Bezos
Invention is by its very nature disruptive. If you want to be understood at all times, then don’t do anything new.	Jeff Bezos
There are two kinds of companies, those that work to try to charge more and those that work to charge less. We will be the second.	Jeff Bezos
If you’re not stubborn, you’ll give up on experiments too soon. And if you’re not flexible, you’ll pound your head against the wall and you won’t see a different solution to a problem you’re trying to solve.	Jeff Bezos
All businesses need to be young forever. If your customer base ages with you, you’re Woolworth’s.	Jeff Bezos
I strongly believe that missionaries make better products. They care more. For a missionary, it’s not just about the business. There has to be a business, and the business has to make sense, but that’s not why you do it. You do it because you have something meaningful that motivates you.	Jeff Bezos
If you never want to be criticized, for goodness’ sake don’t do anything new.	Jeff Bezos
If you’re competitor-focused, you have to wait until there is a competitor doing something. Being customer-focused allows you to be more pioneering.	Jeff Bezos
I think frugality drives innovation, just like other constraints do. One of the only ways to get out of a tight box is to invent your way out.	Jeff Bezos
The best customer service is if the customer doesn’t need to call you, doesn’t need to talk to you. It just works.	Jeff Bezos
We see our customers as invited guests to a party, and we are the hosts. It’s our job every day to make every important aspect of the customer experience a little bit better.	Jeff Bezos
Pick a movement. Pick something you believe in. Pick something you want to have an impact in and then question every single thing and be a founder, and be an entrepreneur inside those organizations and inside that movement.	Jack Dorsey
I never wanted to be an entrepreneur. I actually wanted to be Bruce Lee.	Jack Dorsey
My strength is programming. I also think my biggest strength is simplification. That’s what I love doing.	Jack Dorsey
A founder is not a job, it’s a role, it’s an attitude. And it’s something that can happen again, and again, and again. In fact it has to happen, again and again and again. Otherwise we would not move forward.	Jack Dorsey
I love making something complex. I love taking everything away, taking all the debris, the conceptual debris from a technology away so that you can just focus on what’s most important.	Jack Dorsey
It’s really complex to make something simple.	Jack Dorsey
You don’t have to start from scratch to do something interesting. You don’t have to start from scratch to have a massive impact on the world. You have to have a good idea. You have to convince other people of those good ideas. And you have to push as quickly as possible.	Jack Dorsey
As CEO, my main job is editor-in-chief.	Jack Dorsey
Make every detail perfect, and limit the number of details to perfect.	Jack Dorsey
If we can perfect one experience for one individual, we can scale to every single one of the 7 billion people now inhabiting this earth.	Jack Dorsey
The strongest thing you can cultivate as an entrepreneur is to not rely on luck but cultivating an ability to recognize fortunate situations when they are occurring.	Jack Dorsey
Everything we do is about getting people to be more open, more creative, more courageous.	Jack Dorsey
Really pay attention to negative feedback and solicit it, particularly from friends. …Hardly anyone does that, and it’s incredibly helpful.	Elon Musk
I think the best way to attract venture capital is to try and come up with a demonstration of whatever product or service it is and ideally take that as far as you can. Just see if you can sell that to real customers and start generating some momentum. The further along you can get with that, the more likely you are to get funding.	Elon Musk
Work like hell.	Elon Musk
I think it is a mistake to hire huge numbers of people to get a complicated job done. Numbers will never compensate for talent in getting the right answer, will tend to slow down progress, and will make the task incredibly expensive.	Elon Musk
Starting and growing a business is as much about the innovation, drive and determination of the people who do it as it is about the product they sell.	Elon Musk
The first step is to establish that something is possible; then probability will occur.	Elon Musk
Great companies are built on great products.	Elon Musk
People work better when they know what the goal is and why. It is important that people look forward to coming to work in the morning and enjoy working.	Elon Musk
When Henry Ford made cheap, reliable cars people said, ‘Nah, what’s wrong with a horse?’ That was a huge bet he made, and it worked.	Elon Musk
When I was in college, I wanted to be involved in things that would change the world.	Elon Musk
If you’re trying to create a company, it’s like baking a cake. You have to have all the ingredients in the right proportion.	Elon Musk
I don’t spend my time pontificating about high-concept things; I spend my time solving engineering and manufacturing problems.	Elon Musk
I think it’s very important to have a feedback loop, where you’re constantly thinking about what you’ve done and how you could be doing it better.	Elon Musk
I think that’s the single best piece of advice: constantly think about how you could be doing things better and questioning yourself.	Elon Musk
Small is not just a stepping-stone. Small is a great destination itself	Jason Fried
The longer something takes, the less likely it is that you’re going to finish it.	Jason Fried
Ideas are cheap and plentiful. The original pitch idea is such a small part of a business that it’s almost negligible. The real question is how well you execute.	Jason Fried
If you are going to do something, do something that matters.	Jason Fried
If you’re opening a hot dog stand, you could worry about the condiments, the cart, the name, the decoration. But the first thing you should worry about is the hot dog. The hot dogs are the epicenter. Everything else is secondary.	Jason Fried
If you do build a great experience, customers tell each other about that. Word of mouth is very powerful.	Jeff Bezos
I’ve failed over and over and over again in my life and that is why I succeed.	Michael Jordan
The best legacy you can leave is the positive impact you make on other people’s lives.	Shervin Pishevar
Start where you are. Use what you have. Do what you can.	Arthur Ashe
If something is important enough, even if the odds are against you, you should still do it.	Elon Musk
Unless you are a fortune-teller, long-term business planning is a fantasy	Jason Fried
If I had asked my customers what they wanted, they would have said a faster horse.	Henry Ford
Life is like riding a bicycle. To keep your balance, you must keep moving.	Albert Einstein
If your product is for everyone, your product is for no one. You must know who it’s not for.	Tim Ferriss
Age wrinkles the body. Quitting wrinkles the soul.	General Douglas MacArthur
You don’t have to see the whole staircase, just take the first step.	Martin Luther King Jr
Write your principles in pen and your business model in pencil.	Josh Kopelman
Put the customer first. Invent. And be patient.	Jeff Bezos
In the old world, you devoted 30% of your time to building a great service and 70% of your time to shouting about it. In the new world, that inverts.	Jeff Bezos
Entrepreneurs don’t seek permission, but just do it and (if necessary) ask for forgiveness after.	Tech Cocktail
If things are not failing, you are not innovating enough.	Elon Musk
Success is never accidental.	Jack Dorsey
Every interaction with a customer is an opportunity to recruit a free salesperson.	Kyle Wild
Industries are transformed by outsiders who think anything is possible, not insiders who think they already know what is impossible.	Aaron Levie
People overestimate what you can do in 1 year and they underestimate what you can do in 10.	Marc Benioff
There is nothing so useless as doing efficiently that which should not be done at all.	Peter Drucker
If you think you are too small to be effective, you have never been in bed with a mosquito.	Betty Reese
A business without a path to profit isn’t a business, it’s a hobby.	Jason Fried
In organizations where engineering is completely separate, technology tasks to support marketing are almost always de-prioritized.  Marketing has to fight tooth and nail just to get a little bit of an engineers time. That will be a recipe for failure going forward.	Coelevate.com
Don’t think about why you question, simply don’t stop questioning. Don’t worry about what you can’t answer, and don’t try to explain what you can’t know. Curiosity is its own reason. Try to comprehend a little more each day.	Albert Einstein
What you do is what matters, not what you think or say or plan.	Jason Fried
If everything seems under control, you’re just not going fast enough.	Mario Andretti
Successful people don’t have a maximum level. They’re always pushing for more. There is no top. There is no success for successful people.	Joe Perella
The problem is that many entrepreneurs just start with their idea, but don’t state what their business hypothesis is and under what conditions they would abort their business idea.	Tech Cocktail
I think a pivot can’t be more than 90 degrees. It’s an adjustment, or a course correction, but only rarely a complete abandonment. You can pivot once, or maybe twice, but after that you’ve got a real problem. You’ve gone from a pivot to a twirl.	Howard A. Tullman
Before you start worrying about how to scale to 1000 customers you need to find one.	Brant Cooper
The big mistake that entrepreneurs make is that they just start pitching instead of listening.	Brant Cooper
To get started, break down your idea into testable elements. An effective experiment must clearly define these four elements: hypothesis, riskiest assumption, method, minimum criterion for success.	A common mistake I see many startup founders making is they aren’t solving a real problem…	Alexis Ohanian
We have to focus on the WHY before we can focus on the HOW and WHAT.	Techcrunch
Throughout my life I was never able to fully switch off and enjoy a concert, or a sports match. I would greatly respect their skill, but I could never avoid the thought that there were two types of people – the ones who were there doing it, and the ones who were watching. I didn’t want to spend even an hour just watching. I knew I could be the one doing it, and that’s how I wanted to spend my time.	Ivan Mazour
Money is like gasoline during a road trip. You don’t want to run out of gas on your trip, but you’re not doing a tour of gas stations.	Tim O'Reilly
The two most important days in your life are the day you are born and the day you find out why.	Mark Twain
The scariest aspect in building a new product is that you have zero understanding of demand, until people give you money for the product. Asking a customer if they will buy an imaginary product never works.	Moment
When who we are and what we do are one and the same, we are walking the road of Must. When we make something because we Must, not just because we can, it is the difference between disposable products that last a few years and life-affirming movements that sustain generations. When we choose Must, what we create is ourselves. It is a body of work.	Elle Luna
The ubiquitous WD-40 lubricant got its name because the first 39 experiments failed. WD-40 literally stands for “Water Displacement–40th Attempt.” If they gave up early on like most of us do, we’d sure have a lot more squeaky hinges in the world	Fast Company
When you’re ready to quit, you’re closer than you think.	Bob Parsons
The very first company I started failed with a great bang. The second one failed a little bit less, but still failed. The third one, you know, proper failed, but it was kind of okay. I recovered quickly. Number four almost didn’t fail. It still didn’t really feel great, but it did okay. Number five was PayPal.	Max Levchin
Whether it’s space travel or a new startup, if you don’t try you never know what you can achieve.	Richard Branson
If you live for weekends or vacations, your shit is broken.	Gary Vaynerchuk
You can’t be in denial about whose fault it is. We entrepreneurs tend to think we’re the smartest guys in the room. When a business fails, almost always it’s our fault. Once you take the blame, you’ve already solved half the problem. When you learn failure isn’t fatal, you become less afraid of it.	Inc
The easiest way to go out of business is to be romantic about how you make your money.	Gary Vaynerchuk
Being busy is not the same as being productive. In fact, being busy is a form of laziness — lazy thinking and indiscriminate action.	Tim Ferriss
Start something small before you start something big. You can learn so much when the stakes are low that will apply to future projects. Test the business model with low risk using some of the tips/hacks we’ll teach. Iterate if there is potential or move on if not. But more important than anything else, is just to start. Take that first step–it’s the hardest. Once you realize your own potential, the sky is likely the limit!	Colin Grussing
If you have daily internal struggles with self doubt and indecision, you are almost certainly not going to achieve your mission, whatever it may be. I have found that, to a disturbing degree in this world, you have to believe your own hype to succeed.	Jeff Atwood
You could have a million ideas, but they’re all worthless if you don’t get them done	Lauren Amarante
Have a big vision, then make it 10x bigger. Having a compelling vision for where you want to take your business is important, but most first-time entrepreneurs think too small. I know I was guilty of this a few years ago. I can tell you now, whatever your vision is, it needs to be bigger and more compelling.	Mitchell Harper
No matter how brilliant your mind or strategy, if you’re playing a solo game, you’ll always lose out to a team.	Reid Hoffman
Make one thing great. Get one thing right. That earns you the right to go from product one to product two. Take as much time as you need to get product one right, and to prove it—because if you don’t, no one is going to be waiting on pins and needles for product two.	Andy Dunn
Passion is contagious. Humor is magic. And storytelling is an art.	Forbes
The only way to win is to learn faster than anyone else	Eric Ries
Success is defined in units of fun. It’s all about being happy.	Jake Nickel
Find something you love and do it better than everyone else.	Gurbaksh Chahal
If you’ve got an idea, start today. There’s no better time than now to get going. That doesn’t mean quit your job and jump into your idea 100% from day one, but there’s always small progress that can be made to start the movement.	Kevin Systrom
If you are not embarrassed by the 1st version of your product, you’ve launched too late.	Reid Hoffman
In between goals is a thing called life, that has to be lived and enjoyed.	Sid Caesar
Have fun!	The biggest risk is not taking any risk…In a world that changing really quickly, the only strategy that is guaranteed to fail is not taking risks.	Mark Zuckerberg
Fear is the disease. Hustle is the antidote… Whatever it is that you’re afraid of, go after it.	Travis Kalanick
Do not focus on anyone but your customers.	Gabe Newell
When I meet with the founders of a new company, my advice is almost always, ‘Do fewer things.’	Evan Williams
Everyone has an idea. But it’s really about executing the idea and attracting other people to help you work on the idea.	Jack Dorsey
We must learn what customers really want, not what they say they want or what we think they should want.	Eric Ries
Small teams can take on bigger companies because of their focus and speed. That’s also what makes it fun.	Drew Houston
Get shit done and get it done faster. There’s no point in going slow.	Steve Kaufer
The trickiest part about thinking big is you still need to think small at the same time while executing.	Gabriel Weinberg
Fun is more important than anything else. Focusing on anything other than your current situation means you’re planning on something that might not happen.	Sahil Lavingia
More companies die of indigestion than starvation.	David Packard
The #1 energy source for entrepreneurs is their passion for the business. It’s why 2 guys in a garage can compete against a fortune 500 company with unlimited resources.	Dan Martell
The only way to move forward is to take one step at a time.	Konosuke Matsushita
Learn by doing.	Vision without execution is just hallucination.	Henry Ford
You can’t get to wonderful without passing through alright. You can’t skip from not being able to function all the way up to running the whole show.	Bill Withers
If you don’t enjoy it, don’t do it. You must love what you do.	Richard Branson
Success is the sum of small efforts, repeated day in and day out.	Robert Collier
I want to do one thing and do it well.	Jan Koum
If you’re changing the world, you’re working on important things. You’re excited to get up in the morning.	Larry Page
I see life like one long university education I never had – everyday I’m learning something new.	Richard Branson
Take calculated risks.	Success is not delivering a feature; success is learning how to solve the customer’s problem.	Mark Cook
Dream big!	Work smarter, not harder.	The most successful businesses have an idea for the future that’s very different from the present.	Peter Thiel
If you want something new, you have to stop doing something old.	Peter Drucker
Don’t think, just do.	The future is already here – it’s just not very evenly distributed.	William Ford Gibson
When you find yourself on the side of the majority, it’s time to pause and reflect.	Mark Twain
